raw_filepath,Family,Genus,Species,imageName,scientificName,Site,imageName2,eventDate,photoStart,photoEnd,id,validName
BACA_AlreadyID/cantID/BACA_2019-06-22_9655.jpg,cantID,NA,NA,BACA_2019-06-22_9655.jpg,NA NA,Baca,BACA_2019-06-22_9655,6/22/2019,9655,9656,2631,NA NA
BACA_AlreadyID/cant_ID/BACA_2019-06-22_9656.jpg,cantID,NA,NA,BACA_2019-06-22_9656.jpg,NA NA,Baca,BACA_2019-06-22_9656,6/22/2019,9655,9656,2631,NA NA
BACA_AlreadyID/cant_ID/BACA_2019-06-22_9657.jpg,cantID,NA,NA,BACA_2019-06-22_9657.jpg,NA NA,Baca,BACA_2019-06-22_9657,6/22/2019,9657,9658,2632,NA NA
BACA_AlreadyID/cant_ID/BACA_2019-06-22_9658.jpg,cantID,NA,NA,BACA_2019-06-22_9658.jpg,NA NA,Baca,BACA_2019-06-22_9658,6/22/2019,9657,9658,2632,NA NA
BACA_AlreadyID/cant_ID/BACA_2019-06-22_9742.jpg,cantID,NA,NA,BACA_2019-06-22_9742.jpg,NA NA,Baca,BACA_2019-06-22_9742,6/22/2019,9742,9743,2633,NA NA
BACA_AlreadyID/cant_ID/BACA_2019-06-22_9743.jpg,cantID,NA,NA,BACA_2019-06-22_9743.jpg,NA NA,Baca,BACA_2019-06-22_9743,6/22/2019,9742,9743,2633,NA NA
COFR_AlreadyID/cant_ID/COFR_2019-03-31_6103.jpg,cantID,NA,NA,COFR_2019-03-31_6103.jpg,NA NA,Cofr,COFR_2019-03-31_6103,3/31/2019,6103,6104,378,NA NA
COFR_AlreadyID/cant_ID/COFR_2019-03-31_6104.jpg,cantID,NA,NA,COFR_2019-03-31_6104.jpg,NA NA,Cofr,COFR_2019-03-31_6104,3/31/2019,6103,6104,378,NA NA
COFR_AlreadyID/cant_ID/COFR_2019-04-21_6531.jpg,cantID,NA,NA,COFR_2019-04-21_6531.jpg,NA NA,Cofr,COFR_2019-04-21_6531,4/21/2019,6531,6534,903,NA NA
COFR_AlreadyID/cant_ID/COFR_2019-04-21_6532.jpg,cantID,NA,NA,COFR_2019-04-21_6532.jpg,NA NA,Cofr,COFR_2019-04-21_6532,NA,NA,NA,903,NA NA
COFR_AlreadyID/cant_ID/COFR_2019-04-21_6533.jpg,cantID,NA,NA,COFR_2019-04-21_6533.jpg,NA NA,Cofr,COFR_2019-04-21_6533,NA,NA,NA,903,NA NA
COFR_AlreadyID/cant_ID/COFR_2019-04-21_6534.jpg,cantID,NA,NA,COFR_2019-04-21_6534.jpg,NA NA,Cofr,COFR_2019-04-21_6534,4/21/2019,6531,6534,903,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-03-31_26443474.jpg,cantID,NA,NA,JOMA_2019-03-31_26443474.jpg,NA NA,Joma,JOMA_2019-03-31_26443474,3/31/2019,26443474,26443474,400,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-07_7370.jpg,cantID,NA,NA,JOMA_2019-04-07_7370.jpg,NA NA,Joma,JOMA_2019-04-07_7370,4/7/2019,7370,7372,571,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-07_7371.jpg,cantID,NA,NA,JOMA_2019-04-07_7371.jpg,NA NA,Joma,JOMA_2019-04-07_7371,NA,NA,NA,571,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-07_7372.jpg,cantID,NA,NA,JOMA_2019-04-07_7372.jpg,NA NA,Joma,JOMA_2019-04-07_7372,4/7/2019,7370,7372,571,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-07_7373.jpg,cantID,NA,NA,JOMA_2019-04-07_7373.jpg,NA NA,Joma,JOMA_2019-04-07_7373,4/7/2019,7373,7374,572,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-07_7374.jpg,cantID,NA,NA,JOMA_2019-04-07_7374.jpg,NA NA,Joma,JOMA_2019-04-07_7374,4/7/2019,7373,7374,572,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-14_6389.jpg,cantID,NA,NA,JOMA_2019-04-14_6389.jpg,NA NA,Joma,JOMA_2019-04-14_6389,4/14/2019,6389,6390,793,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-14_6390.jpg,cantID,NA,NA,JOMA_2019-04-14_6390.jpg,NA NA,Joma,JOMA_2019-04-14_6390,4/14/2019,6389,6390,793,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-04-21_26441895.jpg,cantID,NA,NA,JOMA_2019-04-21_26441895.jpg,NA NA,Joma,JOMA_2019-04-21_26441895,4/21/2019,26441895,26441895,916,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-05-04_8540.jpg,cantID,NA,NA,JOMA_2019-05-04_8540.jpg,NA NA,Joma,JOMA_2019-05-04_8540,5/4/2019,8540,8541,1265,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-05-04_8541.jpg,cantID,NA,NA,JOMA_2019-05-04_8541.jpg,NA NA,Joma,JOMA_2019-05-04_8541,5/4/2019,8540,8541,1265,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-05-04_8572.jpg,cantID,NA,NA,JOMA_2019-05-04_8572.jpg,NA NA,Joma,JOMA_2019-05-04_8572,5/4/2019,8572,8572,1274,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_328.jpg,cantID,NA,NA,JOMA_2019-06-22_328.jpg,NA NA,Joma,JOMA_2019-06-22_328,6/22/2019,328,329,2744,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_329.jpg,cantID,NA,NA,JOMA_2019-06-22_329.jpg,NA NA,Joma,JOMA_2019-06-22_329,6/22/2019,328,329,2744,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_330.jpg,cantID,NA,NA,JOMA_2019-06-22_330.jpg,NA NA,Joma,JOMA_2019-06-22_330,6/22/2019,330,331,2745,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_331.jpg,cantID,NA,NA,JOMA_2019-06-22_331.jpg,NA NA,Joma,JOMA_2019-06-22_331,6/22/2019,330,331,2745,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_332.jpg,cantID,NA,NA,JOMA_2019-06-22_332.jpg,NA NA,Joma,JOMA_2019-06-22_332,6/22/2019,332,333,2746,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_333.jpg,cantID,NA,NA,JOMA_2019-06-22_333.jpg,NA NA,Joma,JOMA_2019-06-22_333,6/22/2019,332,333,2746,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_334.jpg,cantID,NA,NA,JOMA_2019-06-22_334.jpg,NA NA,Joma,JOMA_2019-06-22_334,6/22/2019,334,335,2747,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_335.jpg,cantID,NA,NA,JOMA_2019-06-22_335.jpg,NA NA,Joma,JOMA_2019-06-22_335,6/22/2019,334,335,2747,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_336.jpg,cantID,NA,NA,JOMA_2019-06-22_336.jpg,NA NA,Joma,JOMA_2019-06-22_336,6/22/2019,336,337,2748,NA NA
JOMA_AlreadyID/cantID/JOMA_2019-06-22_337.jpg,cantID,NA,NA,JOMA_2019-06-22_337.jpg,NA NA,Joma,JOMA_2019-06-22_337,6/22/2019,336,337,2748,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-16_5956.jpg,cantID,NA,NA,RIST_2019-03-16_5956.jpg,NA NA,Rist,RIST_2019-03-16_5956,3/16/2019,5956,5957,242,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-16_5957.jpg,cantID,NA,NA,RIST_2019-03-16_5957.jpg,NA NA,Rist,RIST_2019-03-16_5957,3/16/2019,5956,5957,242,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-16_5960.jpg,cantID,NA,NA,RIST_2019-03-16_5960.jpg,NA NA,Rist,RIST_2019-03-16_5960,3/16/2019,5960,5960,240,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-16_5961.jpg,cantID,NA,NA,RIST_2019-03-16_5961.jpg,NA NA,Rist,RIST_2019-03-16_5961,3/16/2019,5961,5961,239,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-16_5962.jpg,cantID,NA,NA,RIST_2019-03-16_5962.jpg,NA NA,Rist,RIST_2019-03-16_5962,3/16/2019,5962,5962,238,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-16_8599.jpg,cantID,NA,NA,RIST_2019-03-16_8599.jpg,NA NA,Rist,RIST_2019-03-16_8599,3/16/2019,8599,8599,256,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-31_8127.jpg,cantID,NA,NA,RIST_2019-03-31_8127.jpg,NA NA,Rist,RIST_2019-03-31_8127,3/31/2019,8127,8128,459,NA NA
RIST_AlreadyID/cantID/RIST_2019-03-31_8128.jpg,cantID,NA,NA,RIST_2019-03-31_8128.jpg,NA NA,Rist,RIST_2019-03-31_8128,3/31/2019,8127,8128,459,NA NA
RIST_AlreadyID/cantID/RIST_2019-10-05_5273.jpg,cantID,NA,NA,RIST_2019-10-05_5273.jpg,NA NA,Rist,RIST_2019-10-05_5273,10/5/2019,5273,5274,5152,NA NA
RIST_AlreadyID/cantID/RIST_2019-10-05_5274.jpg,cantID,NA,NA,RIST_2019-10-05_5274.jpg,NA NA,Rist,RIST_2019-10-05_5274,10/5/2019,5273,5274,5152,NA NA
RIST_AlreadyID/cantID/RIST_2019-10-20_5013.jpg,cantID,NA,NA,RIST_2019-10-20_5013.jpg,NA NA,Rist,RIST_2019-10-20_5013,10/20/2019,5013,5014,5084,NA NA
RIST_AlreadyID/cantID/RIST_2019-10-20_5014.jpg,cantID,NA,NA,RIST_2019-10-20_5014.jpg,NA NA,Rist,RIST_2019-10-20_5014,10/20/2019,5013,5014,5084,NA NA
RIST_AlreadyID/cantID/RIST_2020-01-25_5365.jpg,cantID,NA,NA,RIST_2020-01-25_5365.jpg,NA NA,Rist,RIST_2020-01-25_5365,1/25/2020,5365,5366,4500,NA NA
RIST_AlreadyID/cantID/RIST_2020-01-25_5366.jpg,cantID,NA,NA,RIST_2020-01-25_5366.jpg,NA NA,Rist,RIST_2020-01-25_5366,1/25/2020,5365,5366,4500,NA NA
RIST_AlreadyID/cantID/RIST_2020-02-09_6697.jpg,cantID,NA,NA,RIST_2020-02-09_6697.jpg,NA NA,Rist,RIST_2020-02-09_6697,2/9/2020,6697,6698,5416,NA NA
RIST_AlreadyID/cantID/RIST_2020-02-09_6698.jpg,cantID,NA,NA,RIST_2020-02-09_6698.jpg,NA NA,Rist,RIST_2020-02-09_6698,2/9/2020,6697,6698,5416,NA NA
AUCA_AlreadyID/Cossidae/Cossinae/Prionoxystus/robiniae/AUCA_2019-04-14_7242.jpg,Cossidae,Prionoxystus,robiniae,AUCA_2019-04-14_7242.jpg,Prionoxystus robiniae,Auca,AUCA_2019-04-14_7242,4/14/2019,7242,7244,667,Prionoxystus robiniae
AUCA_AlreadyID/Cossidae/Cossinae/Prionoxystus/robiniae/AUCA_2019-04-14_7243.jpg,Cossidae,Prionoxystus,robiniae,AUCA_2019-04-14_7243.jpg,Prionoxystus robiniae,Auca,AUCA_2019-04-14_7243,NA,NA,NA,667,Prionoxystus robiniae
AUCA_AlreadyID/Cossidae/Cossinae/Prionoxystus/robiniae/AUCA_2019-04-14_7244.jpg,Cossidae,Prionoxystus,robiniae,AUCA_2019-04-14_7244.jpg,Prionoxystus robiniae,Auca,AUCA_2019-04-14_7244,4/14/2019,7242,7244,667,Prionoxystus robiniae
AUCA_AlreadyID/Cossidae/Cossulinae/Cossula/magnifica/AUCA_2019-09-28_5436.jpg,Cossidae,Cossula,magnifica,AUCA_2019-09-28_5436.jpg,Cossula magnifica,Auca,AUCA_2019-09-28_5436,9/28/2019,5436,5437,4568,Cossula magnifica
AUCA_AlreadyID/Cossidae/Cossulinae/Cossula/magnifica/AUCA_2019-09-28_5437.jpg,Cossidae,Cossula,magnifica,AUCA_2019-09-28_5437.jpg,Cossula magnifica,Auca,AUCA_2019-09-28_5437,9/28/2019,5436,5437,4568,Cossula magnifica
AUCA2//AUCA2/Cossidae/Cossula_magnifica/AUCA_2019-05-11_9604.jpg,Cossidae,Cossula,magnifica,AUCA_2019-05-11_9604.jpg,Cossula magnifica,Auca,AUCA_2019-05-11_9604,5/11/2019,9604,9606,1454,Cossula magnifica
AUCA2//AUCA2/Cossidae/Cossula_magnifica/AUCA_2019-05-11_9605.jpg,Cossidae,Cossula,magnifica,AUCA_2019-05-11_9605.jpg,Cossula magnifica,Auca,AUCA_2019-05-11_9605,NA,NA,NA,1454,Cossula magnifica
AUCA2//AUCA2/Cossidae/Cossula_magnifica/AUCA_2019-05-11_9606.jpg,Cossidae,Cossula,magnifica,AUCA_2019-05-11_9606.jpg,Cossula magnifica,Auca,AUCA_2019-05-11_9606,5/11/2019,9604,9606,1454,Cossula magnifica
RIST_AlreadyID/Cossidae/Cossinae/Prionoxystus/robinae/RIST_2019-04-07_1455.jpg,Cossidae,Prionoxystus,robinae,RIST_2019-04-07_1455.jpg,Prionoxystus robinae,Rist,RIST_2019-04-07_1455,4/7/2019,1455,1456,663,Prionoxystus robiniae
RIST_AlreadyID/Cossidae/Cossinae/Prionoxystus/robinae/RIST_2019-04-07_1456.jpg,Cossidae,Prionoxystus,robinae,RIST_2019-04-07_1456.jpg,Prionoxystus robinae,Rist,RIST_2019-04-07_1456,4/7/2019,1455,1456,663,Prionoxystus robiniae
RIST_AlreadyID/Cossidae/Cossinae/Prionoxystus/robinae/RIST_2019-04-07_1457.jpg,Cossidae,Prionoxystus,robinae,RIST_2019-04-07_1457.jpg,Prionoxystus robinae,Rist,RIST_2019-04-07_1457,4/7/2019,1457,1458,664,Prionoxystus robiniae
RIST_AlreadyID/Cossidae/Cossinae/Prionoxystus/robinae/RIST_2019-04-07_1458.jpg,Cossidae,Prionoxystus,robinae,RIST_2019-04-07_1458.jpg,Prionoxystus robinae,Rist,RIST_2019-04-07_1458,4/7/2019,1457,1458,664,Prionoxystus robiniae
PRCR_AlreadyID/Cossidae/Cossinae/Prionoxystus/robiniae/PRCR_2019-04-14_1600.jpg,Cossidae,Prionoxystus,robiniae,PRCR_2019-04-14_1600.jpg,Prionoxystus robiniae,Prcr,PRCR_2019-04-14_1600,4/14/2019,1600,1602,813,Prionoxystus robiniae
PRCR_AlreadyID/Cossidae/Cossinae/Prionoxystus/robiniae/PRCR_2019-04-14_1601.jpg,Cossidae,Prionoxystus,robiniae,PRCR_2019-04-14_1601.jpg,Prionoxystus robiniae,Prcr,PRCR_2019-04-14_1601,NA,NA,NA,813,Prionoxystus robiniae
